Responsible_actor;SUMleges;Case ID;label;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (melding);Brandveilig gebruik (vergunning);Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (melding);Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;org:resource;time:timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases
4901428.0;148.368;2875758;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020;560925;False;560925;2010-11-23 10:44:12;644;11;1;10;0.0833333333333333;5024.2;4;30
560912.0;0.0;2876753;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015;560912;EMPTY;560925;2010-11-23 14:00:09;840;11;1;14;900.15;900.15;3;30
560912.0;0.0;2876753;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020;560925;False;560925;2010-11-23 14:00:16;840;11;1;14;0.1166666666666666;900.2666666666667;4;30
4901428.0;1354.2542;2771451;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2;560925;EMPTY;6;2010-11-23 23:00:00;1380;11;1;23;2880.0;70620.0;6;29
560912.0;0.0;2874224;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_065_2;560925;EMPTY;560912;2010-11-23 23:00:00;1380;11;1;23;849.6833333333333;8640.0;7;29
560464.0;4550.379;2857143;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560925;EMPTY;560872;2010-11-23 23:00:00;1380;11;1;23;7932.866666666667;21600.0;9;29
560912.0;0.0;2874224;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_190_2;560925;EMPTY;2670601;2010-11-23 23:00:00;1380;11;1;23;0.0;8640.0;5;29
560912.0;0.0;2874224;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_190_2;560925;EMPTY;2670601;2010-11-23 23:00:00;1380;11;1;23;0.0;8640.0;6;29
4901428.0;116.79765;2782209;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_530;560925;EMPTY;560890;2010-11-23 23:00:00;1380;11;1;23;7200.0;70620.0;38;29
4901428.0;2302.0476;2783345;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_040;560925;other;2670601;2010-11-23 23:00:00;1380;11;1;23;10080.0;69180.0;7;29
560912.0;0.0;2874224;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_030_1;560925;EMPTY;560912;2010-11-24 10:44:58;644;11;2;10;704.9666666666667;9344.966666666667;8;29
560912.0;0.0;2874224;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_040;560925;False;560912;2010-11-24 10:45:11;645;11;2;10;0.2166666666666666;9345.183333333332;9;29
560912.0;0.0;2874224;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_060;560925;True;560912;2010-11-24 10:45:17;645;11;2;10;0.1;9345.283333333333;10;29
560912.0;0.0;2874224;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_065_1;560925;EMPTY;560912;2010-11-24 10:50:56;650;11;2;10;5.65;9350.933333333332;11;29
560912.0;0.0;2874224;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_100;560925;EMPTY;560912;2010-11-24 10:51:27;651;11;2;10;0.5166666666666667;9351.45;12;29
4901428.0;148.368;2875758;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2;560925;EMPTY;560925;2010-11-24 23:00:00;1380;11;2;23;0.0;7200.0;5;29
4901428.0;1354.2542;2771451;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560925;EMPTY;6;2010-11-24 23:00:00;1380;11;2;23;1440.0;72060.0;7;29
4901428.0;148.368;2875758;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190_2;560925;EMPTY;560894;2010-11-24 23:00:00;1380;11;2;23;2175.8;7200.0;6;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_015;560872;EMPTY;560872;2010-11-25 11:38:49;698;11;3;11;12278.816666666668;54098.816666666666;8;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_020;560872;True;560872;2010-11-25 11:38:55;698;11;3;11;0.1;54098.91666666666;9;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_040;560872;False;560872;2010-11-25 11:38:59;698;11;3;11;0.0666666666666666;54098.98333333333;10;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_060;560872;True;560872;2010-11-25 11:39:13;699;11;3;11;0.2333333333333333;54099.21666666667;11;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_065_1;560872;EMPTY;560872;2010-11-25 11:39:15;699;11;3;11;0.0333333333333333;54099.25;12;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;06_VD_010;560872;False;560872;2010-11-25 11:39:33;699;11;3;11;0.3;54099.55;13;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_100;560872;EMPTY;560872;2010-11-25 11:39:41;699;11;3;11;0.1333333333333333;54099.68333333333;14;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;05_EIND_010;560872;False;560872;2010-11-25 11:40:10;700;11;3;11;0.4833333333333333;54100.16666666666;15;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_050;560872;True;560872;2010-11-25 11:40:14;700;11;3;11;0.0666666666666666;54100.23333333333;16;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_130;560872;False;560872;2010-11-25 11:40:21;700;11;3;11;0.1166666666666666;54100.35;17;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_110;560872;EMPTY;560872;2010-11-25 11:40:24;700;11;3;11;0.05;54100.4;18;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_120;560872;EMPTY;560872;2010-11-25 11:40:26;700;11;3;11;0.0333333333333333;54100.43333333333;19;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_180;560872;True;560872;2010-11-25 11:40:33;700;11;3;11;0.1166666666666666;54100.55;20;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_190_1;560872;EMPTY;560872;2010-11-25 11:40:37;700;11;3;11;0.0666666666666666;54100.61666666667;21;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_200;560872;True;560872;2010-11-25 11:40:56;700;11;3;11;0.3166666666666666;54100.93333333333;22;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_205;560872;EMPTY;560872;2010-11-25 11:40:57;700;11;3;11;0.0166666666666666;54100.95;23;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_270;560872;False;560872;2010-11-25 11:41:03;701;11;3;11;0.1;54101.05;24;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250;560872;EMPTY;560872;2010-11-25 11:41:09;701;11;3;11;0.1;54101.15;25;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_260;560872;EMPTY;560872;2010-11-25 11:41:11;701;11;3;11;0.0333333333333333;54101.18333333333;26;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;09_AH_I_010;560872;False;560872;2010-11-25 11:41:21;701;11;3;11;0.1666666666666666;54101.35;27;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_370;560872;EMPTY;560872;2010-11-25 11:41:24;701;11;3;11;0.0;54101.4;28;29
560872.0;0.0;2883285;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_375;560872;EMPTY;560872;2010-11-25 11:41:24;701;11;3;11;0.05;54101.4;29;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;06_VD_010;560925;False;560872;2010-11-25 11:52:28;712;11;3;11;12292.466666666667;33892.46666666667;12;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;05_EIND_010;560925;False;560872;2010-11-25 11:52:34;712;11;3;11;0.1;33892.566666666666;13;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_110;560925;EMPTY;560872;2010-11-25 11:52:41;712;11;3;11;0.1166666666666666;33892.683333333334;14;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_120;560925;EMPTY;560872;2010-11-25 11:52:45;712;11;3;11;0.0666666666666666;33892.75;15;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_180;560925;True;560872;2010-11-25 11:52:51;712;11;3;11;0.1;33892.85;16;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_190_1;560925;EMPTY;560872;2010-11-25 11:53:18;713;11;3;11;0.45;33893.3;17;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_200;560925;True;560872;2010-11-25 11:53:43;713;11;3;11;0.0;33893.71666666667;18;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_205;560925;EMPTY;560872;2010-11-25 11:53:43;713;11;3;11;0.4166666666666667;33893.71666666667;19;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_270;560925;False;560872;2010-11-25 11:53:49;713;11;3;11;0.1;33893.816666666666;20;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250;560925;EMPTY;560872;2010-11-25 11:53:53;713;11;3;11;0.0666666666666666;33893.88333333333;21;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_260;560925;EMPTY;560872;2010-11-25 11:53:54;713;11;3;11;0.0166666666666666;33893.9;22;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;09_AH_I_010;560925;False;560872;2010-11-25 11:53:58;713;11;3;11;0.0666666666666666;33893.96666666667;23;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_370;560925;EMPTY;560872;2010-11-25 11:54:01;714;11;3;11;0.0;33894.01666666667;24;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_375;560925;EMPTY;560872;2010-11-25 11:54:01;714;11;3;11;0.05;33894.01666666667;25;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_380;560925;False;560872;2010-11-25 11:54:27;714;11;3;11;0.4333333333333333;33894.45;26;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_430;560925;False;560872;2010-11-25 11:54:36;714;11;3;11;0.15;33894.6;27;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_470;560925;False;560872;2010-11-25 11:54:45;714;11;3;11;0.15;33894.75;28;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_480;560925;False;560872;2010-11-25 11:54:49;714;11;3;11;0.0;33894.816666666666;29;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_1;560925;EMPTY;560872;2010-11-25 11:54:49;714;11;3;11;0.0666666666666666;33894.816666666666;30;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_2;560925;EMPTY;560872;2010-11-25 11:54:53;714;11;3;11;0.0666666666666666;33894.88333333333;31;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_500;560925;42;560872;2010-11-25 11:55:11;715;11;3;11;0.3;33895.183333333334;32;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_510_1;560925;EMPTY;560872;2010-11-25 12:02:58;722;11;3;12;7.783333333333333;33902.96666666667;33;29
560925.0;0.0;2840553;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_520;560925;EMPTY;560872;2010-11-25 12:03:34;723;11;3;12;0.6;33903.566666666666;34;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_110;560925;EMPTY;560872;2010-11-25 14:24:07;864;11;3;14;12444.116666666669;34044.11666666667;12;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;05_EIND_010;560925;False;560872;2010-11-25 14:24:19;864;11;3;14;0.2;34044.316666666666;13;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;06_VD_010;560925;False;560872;2010-11-25 14:24:29;864;11;3;14;0.1666666666666666;34044.48333333333;14;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_120;560925;EMPTY;560872;2010-11-25 14:24:34;864;11;3;14;0.0833333333333333;34044.566666666666;15;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_180;560925;True;560872;2010-11-25 14:24:43;864;11;3;14;0.15;34044.71666666667;16;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_190_1;560925;EMPTY;560872;2010-11-25 14:24:53;864;11;3;14;0.1666666666666666;34044.88333333333;17;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_200;560925;True;560872;2010-11-25 15:11:34;911;11;3;15;0.0;34091.566666666666;18;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_205;560925;EMPTY;560872;2010-11-25 15:11:34;911;11;3;15;46.68333333333333;34091.566666666666;19;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_270;560925;False;560872;2010-11-25 15:11:39;911;11;3;15;0.0833333333333333;34091.65;20;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250;560925;EMPTY;560872;2010-11-25 15:11:42;911;11;3;15;0.05;34091.7;21;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_260;560925;EMPTY;560872;2010-11-25 15:11:44;911;11;3;15;0.0333333333333333;34091.73333333333;22;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;09_AH_I_010;560925;False;560872;2010-11-25 15:11:48;911;11;3;15;0.0666666666666666;34091.8;23;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_370;560925;EMPTY;560872;2010-11-25 15:11:50;911;11;3;15;0.0333333333333333;34091.833333333336;25;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_375;560925;EMPTY;560872;2010-11-25 15:11:50;911;11;3;15;0.0;34091.833333333336;24;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_380;560925;False;560872;2010-11-25 15:11:53;911;11;3;15;0.05;34091.88333333333;26;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_430;560925;False;560872;2010-11-25 15:11:59;911;11;3;15;0.1;34091.98333333333;27;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_470;560925;False;560872;2010-11-25 15:12:06;912;11;3;15;0.1166666666666666;34092.1;28;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_480;560925;False;560872;2010-11-25 15:12:11;912;11;3;15;0.0;34092.183333333334;29;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_1;560925;EMPTY;560872;2010-11-25 15:12:11;912;11;3;15;0.0833333333333333;34092.183333333334;30;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_2;560925;EMPTY;560872;2010-11-25 15:12:16;912;11;3;15;0.0833333333333333;34092.26666666667;31;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_500;560925;42;560872;2010-11-25 15:12:46;912;11;3;15;0.5;34092.76666666667;32;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_510_1;560925;EMPTY;560872;2010-11-25 15:18:37;918;11;3;15;5.85;34098.61666666667;33;29
560925.0;0.0;2840219;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_520;560925;EMPTY;560872;2010-11-25 15:19:07;919;11;3;15;0.5;34099.11666666667;34;29
4901428.0;148.368;2875758;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1;560925;EMPTY;560925;2010-11-25 15:36:01;936;11;3;15;996.0166666666668;8196.016666666666;7;29
4901428.0;148.368;2875758;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;560925;False;560925;2010-11-25 15:37:01;937;11;3;15;1.0;8197.016666666666;8;29
4901428.0;148.368;2875758;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060;560925;True;560925;2010-11-25 15:37:07;937;11;3;15;0.1;8197.116666666667;9;29
4901428.0;148.368;2875758;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1;560925;EMPTY;560925;2010-11-25 15:42:26;942;11;3;15;5.316666666666666;8202.433333333332;10;29
4901428.0;148.368;2887943;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010;560872;EMPTY;560872;2010-11-25 23:00:00;1380;11;3;23;0.0;0.0;1;31
4901428.0;3253.373;2902671;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_010;560872;EMPTY;560872;2010-11-25 23:00:00;1380;11;3;23;0.0;0.0;1;31
4901428.0;1354.2542;2771451;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190_2;560925;EMPTY;6;2010-11-25 23:00:00;1380;11;3;23;1440.0;73500.0;8;31
560912.0;0.0;2876753;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1;560925;EMPTY;560872;2010-11-26 10:17:18;617;11;4;10;4097.033333333334;4997.3;5;31
560912.0;0.0;2876753;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;560925;False;560872;2010-11-26 10:17:52;617;11;4;10;0.5666666666666667;4997.866666666667;6;30
4901428.0;116.79765;2902319;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_010;560872;EMPTY;560872;2010-11-28 23:00:00;1380;11;6;23;0.0;0.0;1;31
4901428.0;605.17285;2887729;regular;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2;560925;EMPTY;560925;2010-11-28 23:00:00;1380;11;6;23;8640.0;8640.0;2;31
4901428.0;148.368;2887943;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2;560872;EMPTY;560872;2010-11-28 23:00:00;1380;11;6;23;4320.0;4320.0;2;31
560872.0;111.276;2794023;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_020_2;560872;EMPTY;560890;2010-11-28 23:00:00;1380;11;6;23;47580.0;69180.0;12;31
4901428.0;148.368;2887943;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015;560464;EMPTY;560872;2010-11-29 10:10:07;610;11;0;10;670.1166666666667;4990.116666666667;3;31
4901428.0;148.368;2887943;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020;560872;False;560872;2010-11-29 10:10:13;610;11;0;10;0.1;4990.216666666666;4;31
4901428.0;148.368;2887943;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1;560872;EMPTY;560872;2010-11-29 10:13:43;613;11;0;10;3.5;4993.716666666666;5;31
4901428.0;148.368;2887943;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;560872;False;560872;2010-11-29 10:13:52;613;11;0;10;0.15;4993.866666666667;6;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_120;560925;EMPTY;560872;2010-11-29 10:20:57;620;11;0;10;17960.95;39560.95;14;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;06_VD_010;560925;False;560872;2010-11-29 10:21:04;621;11;0;10;0.1166666666666666;39561.066666666666;15;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_180;560925;True;560872;2010-11-29 10:21:16;621;11;0;10;0.2;39561.26666666667;16;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_190_1;560925;EMPTY;560872;2010-11-29 10:21:28;621;11;0;10;0.2;39561.46666666667;17;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_200;560925;True;560872;2010-11-29 10:38:13;638;11;0;10;0.0;39578.21666666667;18;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_205;560925;EMPTY;560872;2010-11-29 10:38:13;638;11;0;10;16.75;39578.21666666667;19;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_270;560925;False;560872;2010-11-29 10:38:22;638;11;0;10;0.15;39578.36666666667;20;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250;560925;EMPTY;560872;2010-11-29 10:38:33;638;11;0;10;0.1833333333333333;39578.55;21;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_260;560925;EMPTY;560872;2010-11-29 10:38:35;638;11;0;10;0.0333333333333333;39578.583333333336;22;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;09_AH_I_010;560925;False;560872;2010-11-29 10:38:40;638;11;0;10;0.0833333333333333;39578.66666666666;23;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_370;560925;EMPTY;560872;2010-11-29 10:38:46;638;11;0;10;0.0;39578.76666666667;24;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_375;560925;EMPTY;560872;2010-11-29 10:38:46;638;11;0;10;0.1;39578.76666666667;25;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_380;560925;False;560872;2010-11-29 10:38:50;638;11;0;10;0.0666666666666666;39578.833333333336;26;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_430;560925;False;560872;2010-11-29 10:39:01;639;11;0;10;0.1833333333333333;39579.01666666667;27;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_470;560925;False;560872;2010-11-29 10:39:07;639;11;0;10;0.1;39579.11666666667;28;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_480;560925;False;560872;2010-11-29 10:39:10;639;11;0;10;0.0;39579.16666666666;29;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_1;560925;EMPTY;560872;2010-11-29 10:39:10;639;11;0;10;0.05;39579.16666666666;30;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_2;560925;EMPTY;560872;2010-11-29 10:39:18;639;11;0;10;0.1333333333333333;39579.3;31;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_500;560925;42;560872;2010-11-29 10:39:29;639;11;0;10;0.1833333333333333;39579.48333333333;32;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_510_1;560925;EMPTY;560872;2010-11-29 10:46:59;646;11;0;10;7.5;39586.98333333333;33;31
560925.0;0.0;2839858;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_520;560925;EMPTY;560872;2010-11-29 10:47:12;647;11;0;10;0.2166666666666666;39587.2;34;31
560872.0;111.276;2794023;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_010;560872;True;560890;2010-11-29 11:31:49;691;11;0;11;751.8166666666667;69931.81666666667;13;31
560872.0;111.276;2794023;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_020_1;560872;EMPTY;560890;2010-11-29 11:31:51;691;11;0;11;0.0333333333333333;69931.85;14;31
560872.0;111.276;2794023;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_030;560872;42;560890;2010-11-29 11:33:14;693;11;0;11;1.3833333333333333;69933.23333333334;15;31
560872.0;111.276;2794023;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_040;560872;EMPTY;560890;2010-11-29 11:33:20;693;11;0;11;0.1;69933.33333333333;16;31
560872.0;111.276;2794023;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_050;560872;other;560890;2010-11-29 11:55:44;715;11;0;11;22.4;69955.73333333334;17;31
560872.0;111.276;2794023;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_060;560872;EMPTY;560890;2010-11-29 11:55:51;715;11;0;11;0.1166666666666666;69955.85;18;31
